,No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
26526,26527,2013,1,10,6,4,150.0,210.0,207.0,2.0,80.92,1023.0,5.0,cv,1.0,0.0,0.0,2013-01-10,180.0
26528,26529,2013,1,10,8,4,138.0,210.0,176.0,2.0,80.92,1024.0,5.0,cv,3.0,0.0,0.0,2013-01-10,174.0
26529,26530,2013,1,10,9,4,136.0,210.0,172.0,3.0,86.89,1024.0,5.0,cv,3.0,0.0,0.0,2013-01-10,173.0
26530,26531,2013,1,10,10,4,137.0,220.0,170.0,3.0,86.89,1025.0,5.0,SW,1.0,0.0,0.0,2013-01-10,178.5
26531,26532,2013,1,10,11,4,168.0,227.0,179.0,4.0,93.24,1026.0,5.0,cv,0.0,0.1,0.1,2013-01-10,197.5
26532,26533,2013,1,10,12,4,187.0,218.0,228.0,4.0,93.24,1025.0,5.0,cv,1.0,0.0,0.0,2013-01-10,202.5
26533,26534,2013,1,10,13,4,233.0,202.0,254.0,4.0,86.99,1024.0,6.0,NW,2.0,0.0,0.0,2013-01-10,217.5
26535,26536,2013,1,10,15,4,184.0,242.0,229.0,3.0,75.67,1022.0,7.0,NW,6.0,0.0,0.0,2013-01-10,213.0
26536,26537,2013,1,10,16,4,165.0,237.0,225.0,3.0,81.06,1022.0,6.0,NW,8.0,0.0,0.0,2013-01-10,201.0
26537,26538,2013,1,10,17,4,160.0,246.0,222.0,3.0,81.06,1022.0,6.0,NW,10.0,0.0,0.0,2013-01-10,203.0
26538,26539,2013,1,10,18,4,156.0,220.0,209.0,4.0,93.24,1023.0,5.0,NW,13.0,0.0,0.0,2013-01-10,188.0
26539,26540,2013,1,10,19,4,150.0,208.0,194.0,3.0,86.89,1024.0,5.0,NW,15.0,0.0,0.0,2013-01-10,179.0
26541,26542,2013,1,10,21,4,159.0,209.0,189.0,3.0,93.19,1025.0,4.0,cv,1.0,0.0,0.0,2013-01-10,184.0
26542,26543,2013,1,10,22,4,160.0,210.0,183.0,3.0,93.19,1026.0,4.0,cv,2.0,0.0,0.0,2013-01-10,185.0
26543,26544,2013,1,10,23,4,163.0,208.0,184.0,3.0,93.19,1026.0,4.0,cv,3.0,0.0,0.0,2013-01-10,185.5
26544,26545,2013,1,11,0,4,153.0,217.0,208.0,3.0,93.19,1026.0,4.0,cv,4.0,0.0,0.0,2013-01-11,185.0
26545,26546,2013,1,11,1,4,145.0,232.0,219.0,2.0,93.13,1026.0,3.0,SW,1.0,0.0,0.0,2013-01-11,188.5
26552,26553,2013,1,11,8,4,184.0,129.0,248.0,2.0,100.0,1027.0,2.0,cv,1.0,0.0,0.0,2013-01-11,156.5
26553,26554,2013,1,11,9,4,195.0,134.0,255.0,3.0,100.0,1028.0,3.0,cv,1.0,0.0,0.0,2013-01-11,164.5
26555,26556,2013,1,11,11,4,241.0,223.0,,4.0,100.0,1029.0,4.0,cv,1.0,0.0,0.0,2013-01-11,232.0
26556,26557,2013,1,11,12,4,272.0,314.0,355.0,4.0,86.99,1028.0,6.0,cv,2.0,0.0,0.0,2013-01-11,293.0
26557,26558,2013,1,11,13,4,268.0,347.0,327.0,2.0,65.82,1027.0,8.0,cv,3.0,0.0,0.0,2013-01-11,307.5
26558,26559,2013,1,11,14,4,223.0,351.0,293.0,1.0,57.25,1025.0,9.0,cv,4.0,0.0,0.0,2013-01-11,287.0
26559,26560,2013,1,11,15,4,195.0,317.0,255.0,1.0,57.25,1024.0,9.0,SW,2.0,0.0,0.0,2013-01-11,256.0
26561,26562,2013,1,11,17,4,188.0,280.0,232.0,1.0,57.25,1025.0,9.0,SW,7.0,0.0,0.0,2013-01-11,234.0
26562,26563,2013,1,11,18,4,184.0,269.0,227.0,1.0,65.59,1025.0,7.0,SW,9.0,0.0,0.0,2013-01-11,226.5
26563,26564,2013,1,11,19,4,185.0,259.0,228.0,1.0,65.59,1026.0,7.0,SW,11.0,0.0,0.0,2013-01-11,222.0
26564,26565,2013,1,11,20,4,198.0,241.0,251.0,1.0,70.27,1027.0,6.0,SW,12.0,0.0,0.0,2013-01-11,219.5
26565,26566,2013,1,11,21,4,208.0,244.0,263.0,1.0,70.27,1027.0,6.0,SW,13.0,0.0,0.0,2013-01-11,226.0
26566,26567,2013,1,11,22,4,210.0,252.0,256.0,3.0,86.89,1027.0,5.0,SW,14.0,0.0,0.0,2013-01-11,231.0
26567,26568,2013,1,11,23,4,209.0,262.0,262.0,2.0,86.79,1027.0,4.0,SW,15.0,0.0,0.0,2013-01-11,235.5
26568,26569,2013,1,12,0,4,210.0,263.0,247.0,2.0,93.13,1027.0,3.0,SW,16.0,0.0,0.0,2013-01-12,236.5
26569,26570,2013,1,12,1,4,209.0,245.0,246.0,2.0,86.79,1027.0,4.0,SW,17.0,0.0,0.0,2013-01-12,227.0
26570,26571,2013,1,12,2,4,218.0,241.0,271.0,2.0,86.79,1027.0,4.0,SE,2.0,0.0,0.0,2013-01-12,229.5
26571,26572,2013,1,12,3,4,220.0,243.0,281.0,3.0,93.19,1026.0,4.0,SE,4.0,0.0,0.0,2013-01-12,231.5
26572,26573,2013,1,12,4,4,221.0,229.0,278.0,1.0,93.08,1025.0,2.0,cv,0.0,0.0,0.0,2013-01-12,225.0
26573,26574,2013,1,12,5,4,222.0,219.0,281.0,1.0,100.0,1025.0,1.0,NW,1.0,0.0,0.0,2013-01-12,220.5
26574,26575,2013,1,12,6,4,217.0,213.0,280.0,0.0,100.0,1024.0,0.0,NW,2.0,0.0,0.0,2013-01-12,215.0
26577,26578,2013,1,12,9,4,252.0,224.0,299.0,1.0,100.0,1024.0,1.0,cv,1.0,0.0,0.0,2013-01-12,238.0
26578,26579,2013,1,12,10,4,280.0,244.0,309.0,4.0,100.0,1025.0,4.0,cv,1.0,0.0,0.0,2013-01-12,262.0
26579,26580,2013,1,12,11,4,326.0,289.0,297.0,4.0,93.24,1025.0,5.0,cv,2.0,0.0,0.0,2013-01-12,307.5
26580,26581,2013,1,12,12,4,346.0,345.0,338.0,2.0,65.82,1023.0,8.0,NE,1.0,0.0,0.0,2013-01-12,345.5
26581,26582,2013,1,12,13,4,390.0,363.0,409.0,2.0,61.51,1021.0,9.0,cv,1.0,0.0,0.0,2013-01-12,376.5
26582,26583,2013,1,12,14,4,350.0,451.0,387.0,1.0,53.53,1019.0,10.0,cv,3.0,0.0,0.0,2013-01-12,400.5
26583,26584,2013,1,12,15,4,327.0,438.0,371.0,1.0,53.53,1018.0,10.0,NE,2.0,0.0,0.0,2013-01-12,382.5
26584,26585,2013,1,12,16,4,281.0,349.0,298.0,1.0,53.53,1018.0,10.0,NE,5.0,0.0,0.0,2013-01-12,315.0
26585,26586,2013,1,12,17,4,244.0,299.0,265.0,1.0,53.53,1018.0,10.0,NE,8.0,0.0,0.0,2013-01-12,271.5
26587,26588,2013,1,12,19,4,219.0,293.0,276.0,1.0,70.27,1020.0,6.0,NW,2.0,0.0,0.0,2013-01-12,256.0
26588,26589,2013,1,12,20,4,253.0,307.0,296.0,2.0,75.49,1020.0,6.0,NW,4.0,0.0,0.0,2013-01-12,280.0
26589,26590,2013,1,12,21,4,278.0,310.0,302.0,3.0,81.06,1021.0,6.0,cv,1.0,0.0,0.0,2013-01-12,294.0
26590,26591,2013,1,12,22,4,298.0,300.0,323.0,3.0,86.89,1021.0,5.0,NW,1.0,0.0,0.0,2013-01-12,299.0
26591,26592,2013,1,12,23,4,279.0,290.0,324.0,2.0,86.79,1021.0,4.0,NW,2.0,0.0,0.0,2013-01-12,284.5
26593,26594,2013,1,13,1,4,277.0,291.0,320.0,2.0,100.0,1020.0,2.0,cv,0.0,0.0,0.0,2013-01-13,284.0
26594,26595,2013,1,13,2,4,283.0,291.0,323.0,2.0,100.0,1020.0,2.0,NW,1.0,0.0,0.0,2013-01-13,287.0
26595,26596,2013,1,13,3,4,289.0,291.0,351.0,3.0,100.0,1020.0,3.0,NW,3.0,0.0,0.0,2013-01-13,290.0
26596,26597,2013,1,13,4,4,279.0,316.0,340.0,3.0,93.19,1020.0,4.0,cv,1.0,0.0,0.0,2013-01-13,297.5
26597,26598,2013,1,13,5,4,286.0,335.0,354.0,3.0,100.0,1019.0,3.0,cv,1.0,0.0,0.0,2013-01-13,310.5
26598,26599,2013,1,13,6,4,290.0,366.0,330.0,3.0,93.19,1018.0,4.0,cv,1.0,0.0,0.0,2013-01-13,328.0
26599,26600,2013,1,13,7,4,298.0,405.0,333.0,3.0,93.19,1018.0,4.0,cv,1.0,0.0,0.0,2013-01-13,351.5
26600,26601,2013,1,13,8,4,301.0,420.0,341.0,3.0,93.19,1019.0,4.0,SW,1.0,0.0,0.0,2013-01-13,360.5
26601,26602,2013,1,13,9,4,316.0,426.0,324.0,4.0,100.0,1019.0,4.0,SW,2.0,0.0,0.0,2013-01-13,371.0
26602,26603,2013,1,13,10,4,338.0,410.0,283.0,4.0,93.24,1020.0,5.0,SW,3.0,0.0,0.0,2013-01-13,374.0
26603,26604,2013,1,13,11,4,346.0,358.0,301.0,4.0,86.99,1020.0,6.0,cv,0.0,0.0,0.0,2013-01-13,352.0
26604,26605,2013,1,13,12,4,361.0,368.0,291.0,4.0,81.2,1019.0,7.0,cv,1.0,0.0,0.0,2013-01-13,364.5
26606,26607,2013,1,13,14,4,334.0,361.0,290.0,2.0,65.82,1017.0,8.0,NE,4.0,0.0,0.0,2013-01-13,347.5
26607,26608,2013,1,13,15,4,317.0,341.0,277.0,2.0,65.82,1017.0,8.0,cv,1.0,0.0,0.0,2013-01-13,329.0
26608,26609,2013,1,13,16,4,298.0,332.0,305.0,2.0,65.82,1018.0,8.0,NW,3.0,0.0,0.0,2013-01-13,315.0
26609,26610,2013,1,13,17,4,289.0,280.0,290.0,2.0,70.47,1019.0,7.0,NW,6.0,0.0,0.0,2013-01-13,284.5
26610,26611,2013,1,13,18,4,251.0,317.0,286.0,2.0,70.47,1019.0,7.0,NW,9.0,0.0,0.0,2013-01-13,284.0
26611,26612,2013,1,13,19,4,209.0,339.0,291.0,2.0,70.47,1020.0,7.0,NW,11.0,0.0,0.0,2013-01-13,274.0
26613,26614,2013,1,13,21,4,225.0,282.0,230.0,2.0,75.49,1023.0,6.0,NW,2.0,0.0,0.0,2013-01-13,253.5
26614,26615,2013,1,13,22,4,209.0,258.0,206.0,2.0,75.49,1023.0,6.0,cv,1.0,0.0,0.0,2013-01-13,233.5
26615,26616,2013,1,13,23,4,201.0,250.0,203.0,1.0,70.27,1023.0,6.0,NW,1.0,0.0,0.0,2013-01-13,225.5
26616,26617,2013,1,14,0,4,206.0,228.0,205.0,1.0,75.32,1023.0,5.0,cv,0.0,0.0,0.0,2013-01-14,217.0
26617,26618,2013,1,14,1,4,211.0,222.0,197.0,2.0,86.79,1023.0,4.0,cv,0.0,0.0,0.0,2013-01-14,216.5
26618,26619,2013,1,14,2,4,214.0,209.0,217.0,3.0,93.19,1023.0,4.0,cv,1.0,0.0,0.0,2013-01-14,211.5
26619,26620,2013,1,14,3,4,216.0,216.0,256.0,2.0,86.79,1022.0,4.0,cv,2.0,0.0,0.0,2013-01-14,216.0
26620,26621,2013,1,14,4,4,205.0,228.0,244.0,3.0,93.19,1022.0,4.0,cv,3.0,0.0,0.0,2013-01-14,216.5
26621,26622,2013,1,14,5,4,191.0,250.0,235.0,3.0,93.19,1021.0,4.0,NW,2.0,0.0,0.0,2013-01-14,220.5
26622,26623,2013,1,14,6,4,185.0,260.0,243.0,3.0,93.19,1021.0,4.0,cv,1.0,0.0,0.0,2013-01-14,222.5
26624,26625,2013,1,14,8,4,223.0,254.0,271.0,3.0,86.89,1022.0,5.0,SW,1.0,0.0,0.0,2013-01-14,238.5
26625,26626,2013,1,14,9,4,238.0,265.0,276.0,3.0,86.89,1022.0,5.0,cv,1.0,0.0,0.0,2013-01-14,251.5
26626,26627,2013,1,14,10,4,239.0,271.0,262.0,3.0,86.89,1022.0,5.0,cv,2.0,0.0,0.0,2013-01-14,255.0
26627,26628,2013,1,14,11,4,270.0,273.0,251.0,3.0,81.06,1022.0,6.0,cv,3.0,0.0,0.0,2013-01-14,271.5
26628,26629,2013,1,14,12,4,259.0,275.0,257.0,3.0,75.67,1021.0,7.0,cv,3.0,0.0,0.0,2013-01-14,267.0
26629,26630,2013,1,14,13,4,233.0,291.0,288.0,3.0,75.67,1019.0,7.0,SW,1.0,0.0,0.0,2013-01-14,262.0
26630,26631,2013,1,14,14,4,258.0,324.0,315.0,3.0,70.67,1018.0,8.0,cv,1.0,0.0,0.0,2013-01-14,291.0
26631,26632,2013,1,14,15,4,244.0,314.0,289.0,2.0,65.82,1017.0,8.0,cv,1.0,0.0,0.0,2013-01-14,279.0
26632,26633,2013,1,14,16,4,256.0,332.0,284.0,2.0,65.82,1017.0,8.0,cv,1.0,0.0,0.0,2013-01-14,294.0
26633,26634,2013,1,14,17,4,307.0,373.0,344.0,2.0,65.82,1018.0,8.0,NE,2.0,0.0,0.0,2013-01-14,340.0
26634,26635,2013,1,14,18,4,274.0,394.0,341.0,2.0,65.82,1019.0,8.0,NE,4.0,0.0,0.0,2013-01-14,334.0
26635,26636,2013,1,14,19,4,256.0,380.0,292.0,3.0,75.67,1020.0,7.0,NE,6.0,0.0,0.0,2013-01-14,318.0
26636,26637,2013,1,14,20,4,272.0,369.0,289.0,3.0,70.67,1021.0,8.0,NE,9.0,0.0,0.0,2013-01-14,320.5
26637,26638,2013,1,14,21,4,315.0,385.0,368.0,3.0,75.67,1022.0,7.0,NW,1.0,0.0,0.0,2013-01-14,350.0
26638,26639,2013,1,14,22,4,294.0,395.0,337.0,3.0,75.67,1023.0,7.0,cv,1.0,0.0,0.0,2013-01-14,344.5
26642,26643,2013,1,15,2,4,268.0,299.0,317.0,3.0,86.89,1025.0,5.0,SW,1.0,0.0,0.0,2013-01-15,283.5
26643,26644,2013,1,15,3,4,260.0,292.0,303.0,4.0,86.99,1025.0,6.0,SW,2.0,0.0,0.0,2013-01-15,276.0
26644,26645,2013,1,15,4,4,259.0,277.0,297.0,3.0,93.19,1025.0,4.0,cv,0.0,0.0,0.0,2013-01-15,268.0
26645,26646,2013,1,15,5,4,262.0,267.0,302.0,3.0,93.19,1024.0,4.0,cv,0.0,0.0,0.0,2013-01-15,264.5
26646,26647,2013,1,15,6,4,258.0,306.0,306.0,3.0,93.19,1024.0,4.0,cv,0.0,0.0,0.0,2013-01-15,282.0
26647,26648,2013,1,15,7,4,259.0,329.0,321.0,3.0,100.0,1024.0,3.0,SW,1.0,0.0,0.0,2013-01-15,294.0
26649,26650,2013,1,15,9,4,310.0,280.0,374.0,3.0,100.0,1025.0,3.0,cv,1.0,0.0,0.0,2013-01-15,295.0
26650,26651,2013,1,15,10,4,342.0,332.0,389.0,5.0,93.29,1025.0,6.0,cv,2.0,0.0,0.0,2013-01-15,337.0
26651,26652,2013,1,15,11,4,337.0,401.0,350.0,5.0,81.34,1025.0,8.0,cv,2.0,0.0,0.0,2013-01-15,369.0
26652,26653,2013,1,15,12,4,318.0,399.0,302.0,3.0,61.76,1024.0,10.0,cv,3.0,0.0,0.0,2013-01-15,358.5
26653,26654,2013,1,15,13,4,236.0,265.0,187.0,0.0,43.6,1022.0,12.0,NE,2.0,0.0,0.0,2013-01-15,250.5
26654,26655,2013,1,15,14,4,162.0,3.0,179.0,0.0,40.84,1021.0,13.0,cv,2.0,0.0,0.0,2013-01-15,82.5
26657,26658,2013,1,15,17,4,146.0,91.0,99.0,-3.0,32.75,1020.0,13.0,SE,3.0,0.0,0.0,2013-01-15,118.5
26658,26659,2013,1,15,18,4,106.0,91.0,103.0,-2.0,37.66,1021.0,12.0,SE,5.0,0.0,0.0,2013-01-15,98.5
26659,26660,2013,1,15,19,4,118.0,105.0,124.0,-1.0,49.51,1022.0,9.0,cv,1.0,0.0,0.0,2013-01-15,111.5
26661,26662,2013,1,15,21,4,143.0,146.0,175.0,0.0,56.99,1023.0,8.0,SE,2.0,0.0,0.0,2013-01-15,144.5
26662,26663,2013,1,15,22,4,155.0,165.0,185.0,1.0,61.26,1023.0,8.0,cv,1.0,0.0,0.0,2013-01-15,160.0
26663,26664,2013,1,15,23,4,171.0,175.0,173.0,2.0,65.82,1023.0,8.0,SE,2.0,0.0,0.0,2013-01-15,173.0
26664,26665,2013,1,16,0,4,158.0,166.0,161.0,2.0,65.82,1023.0,8.0,SE,4.0,0.0,0.0,2013-01-16,162.0
26665,26666,2013,1,16,1,4,138.0,164.0,145.0,2.0,65.82,1023.0,8.0,cv,1.0,0.0,0.0,2013-01-16,151.0
26666,26667,2013,1,16,2,4,131.0,164.0,154.0,2.0,70.47,1023.0,7.0,NE,2.0,0.0,0.0,2013-01-16,147.5
26667,26668,2013,1,16,3,4,136.0,163.0,171.0,2.0,70.47,1023.0,7.0,NW,1.0,0.0,0.0,2013-01-16,149.5
26668,26669,2013,1,16,4,4,136.0,161.0,192.0,3.0,75.67,1023.0,7.0,NW,2.0,0.0,0.0,2013-01-16,148.5
26669,26670,2013,1,16,5,4,153.0,181.0,205.0,4.0,86.99,1023.0,6.0,NW,3.0,0.0,0.0,2013-01-16,167.0
26670,26671,2013,1,16,6,4,186.0,185.0,194.0,3.0,75.67,1023.0,7.0,NW,4.0,0.0,0.0,2013-01-16,185.5
26671,26672,2013,1,16,7,4,198.0,204.0,232.0,4.0,86.99,1024.0,6.0,NW,5.0,0.0,0.0,2013-01-16,201.0
26672,26673,2013,1,16,8,4,208.0,216.0,242.0,4.0,86.99,1025.0,6.0,NW,6.0,0.0,0.0,2013-01-16,212.0
26673,26674,2013,1,16,9,4,208.0,234.0,248.0,4.0,86.99,1026.0,6.0,NW,7.0,0.0,0.0,2013-01-16,221.0
26674,26675,2013,1,16,10,4,217.0,257.0,257.0,4.0,81.2,1026.0,7.0,NW,9.0,0.0,0.0,2013-01-16,237.0
26675,26676,2013,1,16,11,4,241.0,252.0,262.0,5.0,87.09,1027.0,7.0,NW,11.0,0.0,0.0,2013-01-16,246.5
26676,26677,2013,1,16,12,4,244.0,238.0,263.0,5.0,81.34,1026.0,8.0,cv,1.0,0.0,0.0,2013-01-16,241.0
26677,26678,2013,1,16,13,4,226.0,214.0,246.0,3.0,61.76,1025.0,10.0,cv,2.0,0.0,0.0,2013-01-16,220.0
26678,26679,2013,1,16,14,4,195.0,201.0,230.0,3.0,57.77,1024.0,11.0,cv,3.0,0.0,0.0,2013-01-16,198.0
26679,26680,2013,1,16,15,4,186.0,198.0,180.0,3.0,54.08,1023.0,12.0,cv,4.0,0.0,0.0,2013-01-16,192.0
26680,26681,2013,1,16,16,4,163.0,165.0,150.0,2.0,50.36,1023.0,12.0,cv,5.0,0.0,0.0,2013-01-16,164.0
26681,26682,2013,1,16,17,4,134.0,156.0,140.0,2.0,50.36,1024.0,12.0,cv,6.0,0.0,0.0,2013-01-16,145.0
26682,26683,2013,1,16,18,4,136.0,162.0,158.0,3.0,61.76,1026.0,10.0,cv,7.0,0.0,0.0,2013-01-16,149.0
26683,26684,2013,1,16,19,4,168.0,167.0,230.0,3.0,66.05,1027.0,9.0,SW,2.0,0.0,0.0,2013-01-16,167.5
26684,26685,2013,1,16,20,4,229.0,199.0,257.0,3.0,70.67,1028.0,8.0,SW,4.0,0.0,0.0,2013-01-16,214.0
26685,26686,2013,1,16,21,4,248.0,207.0,265.0,4.0,93.24,1029.0,5.0,cv,0.0,0.0,0.0,2013-01-16,227.5
26686,26687,2013,1,16,22,4,262.0,227.0,289.0,3.0,86.89,1029.0,5.0,cv,1.0,0.0,0.0,2013-01-16,244.5
26687,26688,2013,1,16,23,4,281.0,273.0,299.0,3.0,86.89,1030.0,5.0,cv,1.0,0.0,0.0,2013-01-16,277.0
26688,26689,2013,1,17,0,4,282.0,255.0,316.0,3.0,93.19,1030.0,4.0,cv,1.0,0.0,0.0,2013-01-17,268.5
26689,26690,2013,1,17,1,4,269.0,240.0,318.0,3.0,100.0,1030.0,3.0,cv,1.0,0.0,0.0,2013-01-17,254.5
26690,26691,2013,1,17,2,4,267.0,221.0,316.0,3.0,93.19,1030.0,4.0,cv,1.0,0.0,0.0,2013-01-17,244.0
26691,26692,2013,1,17,3,4,257.0,205.0,316.0,3.0,100.0,1030.0,3.0,cv,1.0,0.0,0.0,2013-01-17,231.0
26692,26693,2013,1,17,4,4,250.0,198.0,301.0,2.0,100.0,1030.0,2.0,cv,1.0,0.0,0.0,2013-01-17,224.0
26693,26694,2013,1,17,5,4,249.0,199.0,290.0,1.0,100.0,1029.0,1.0,NW,1.0,0.0,0.0,2013-01-17,224.0
26694,26695,2013,1,17,6,4,277.0,204.0,292.0,2.0,100.0,1029.0,2.0,cv,0.0,0.0,0.0,2013-01-17,240.5
26695,26696,2013,1,17,7,4,284.0,232.0,312.0,0.0,93.02,1030.0,1.0,SW,1.0,0.0,0.0,2013-01-17,258.0
26696,26697,2013,1,17,8,4,239.0,272.0,349.0,0.0,100.0,1030.0,0.0,cv,1.0,0.0,0.0,2013-01-17,255.5
26697,26698,2013,1,17,9,4,266.0,288.0,352.0,1.0,100.0,1032.0,1.0,cv,2.0,0.0,0.0,2013-01-17,277.0
26698,26699,2013,1,17,10,4,314.0,303.0,378.0,2.0,93.13,1032.0,3.0,cv,3.0,0.0,0.0,2013-01-17,308.5
26699,26700,2013,1,17,11,4,356.0,368.0,375.0,5.0,93.29,1033.0,6.0,cv,4.0,0.0,0.0,2013-01-17,362.0
26700,26701,2013,1,17,12,4,380.0,419.0,345.0,6.0,81.48,1031.0,9.0,cv,5.0,0.0,0.0,2013-01-17,399.5
26701,26702,2013,1,17,13,4,339.0,401.0,278.0,4.0,62.0,1030.0,11.0,cv,6.0,0.0,0.0,2013-01-17,370.0
26702,26703,2013,1,17,14,4,259.0,312.0,227.0,4.0,54.35,1028.0,13.0,NE,2.0,0.0,0.0,2013-01-17,285.5
26703,26704,2013,1,17,15,4,184.0,243.0,224.0,2.0,47.17,1027.0,13.0,cv,2.0,0.0,0.0,2013-01-17,213.5
26704,26705,2013,1,17,16,4,155.0,213.0,213.0,1.0,43.9,1027.0,13.0,SE,2.0,0.0,0.0,2013-01-17,184.0
26705,26706,2013,1,17,17,4,178.0,201.0,219.0,3.0,50.65,1027.0,13.0,SE,5.0,0.0,0.0,2013-01-17,189.5
26706,26707,2013,1,17,18,4,206.0,232.0,258.0,3.0,57.77,1028.0,11.0,SE,8.0,0.0,0.0,2013-01-17,219.0
26707,26708,2013,1,17,19,4,235.0,265.0,271.0,3.0,61.76,1029.0,10.0,SE,10.0,0.0,0.0,2013-01-17,250.0
26708,26709,2013,1,17,20,4,235.0,270.0,281.0,4.0,66.27,1029.0,10.0,SE,12.0,0.0,0.0,2013-01-17,252.5
26709,26710,2013,1,17,21,4,226.0,269.0,282.0,4.0,66.27,1030.0,10.0,cv,1.0,0.0,0.0,2013-01-17,247.5
26710,26711,2013,1,17,22,4,234.0,263.0,269.0,4.0,70.88,1030.0,9.0,SE,2.0,0.0,0.0,2013-01-17,248.5
26711,26712,2013,1,17,23,4,227.0,243.0,249.0,4.0,70.88,1030.0,9.0,SE,4.0,0.0,0.0,2013-01-17,235.0
26712,26713,2013,1,18,0,4,203.0,240.0,243.0,6.0,81.48,1030.0,9.0,cv,0.0,0.0,0.0,2013-01-18,221.5
26713,26714,2013,1,18,1,4,204.0,235.0,241.0,6.0,87.19,1030.0,8.0,cv,0.0,0.0,0.0,2013-01-18,219.5
26714,26715,2013,1,18,2,4,216.0,234.0,243.0,6.0,87.19,1029.0,8.0,cv,0.0,0.0,0.0,2013-01-18,225.0
26715,26716,2013,1,18,3,4,210.0,245.0,243.0,7.0,93.4,1029.0,8.0,cv,1.0,0.0,0.0,2013-01-18,227.5
26716,26717,2013,1,18,4,4,218.0,236.0,249.0,6.0,87.19,1029.0,8.0,SE,2.0,0.0,0.0,2013-01-18,227.0
26717,26718,2013,1,18,5,4,207.0,229.0,237.0,6.0,87.19,1028.0,8.0,SE,4.0,0.0,0.0,2013-01-18,218.0
26718,26719,2013,1,18,6,4,206.0,214.0,226.0,6.0,93.35,1027.0,7.0,cv,1.0,0.0,0.0,2013-01-18,210.0
26719,26720,2013,1,18,7,4,203.0,224.0,218.0,6.0,87.19,1028.0,8.0,SE,2.0,0.0,0.0,2013-01-18,213.5
26720,26721,2013,1,18,8,4,188.0,239.0,218.0,6.0,87.19,1028.0,8.0,cv,1.0,0.0,0.0,2013-01-18,213.5
26721,26722,2013,1,18,9,4,195.0,230.0,217.0,6.0,87.19,1028.0,8.0,cv,2.0,0.0,0.0,2013-01-18,212.5
26722,26723,2013,1,18,10,4,110.0,225.0,229.0,6.0,87.19,1028.0,8.0,cv,3.0,0.0,0.0,2013-01-18,167.5
26723,26724,2013,1,18,11,4,28.0,219.0,227.0,7.0,87.28,1028.0,9.0,cv,4.0,0.0,0.0,2013-01-18,123.5
26724,26725,2013,1,18,12,4,178.0,229.0,225.0,7.0,87.28,1027.0,9.0,cv,5.0,0.0,0.0,2013-01-18,203.5
26725,26726,2013,1,18,13,4,215.0,229.0,229.0,6.0,76.18,1025.0,10.0,cv,6.0,0.0,0.0,2013-01-18,222.0
26726,26727,2013,1,18,14,4,258.0,230.0,260.0,6.0,76.18,1023.0,10.0,NW,2.0,0.0,0.0,2013-01-18,244.0
26727,26728,2013,1,18,15,4,261.0,252.0,244.0,7.0,81.61,1022.0,10.0,cv,1.0,0.0,0.0,2013-01-18,256.5
26728,26729,2013,1,18,16,4,258.0,271.0,276.0,7.0,81.61,1021.0,10.0,cv,2.0,0.0,0.0,2013-01-18,264.5
26729,26730,2013,1,18,17,4,258.0,324.0,313.0,7.0,87.28,1021.0,9.0,NW,2.0,0.0,0.0,2013-01-18,291.0
26730,26731,2013,1,18,18,4,243.0,343.0,306.0,7.0,87.28,1022.0,9.0,NW,4.0,0.0,0.0,2013-01-18,293.0
26731,26732,2013,1,18,19,4,219.0,295.0,268.0,7.0,87.28,1023.0,9.0,cv,1.0,0.0,0.0,2013-01-18,257.0
26732,26733,2013,1,18,20,4,176.0,228.0,217.0,7.0,93.4,1023.0,8.0,cv,2.0,0.0,0.0,2013-01-18,202.0
26733,26734,2013,1,18,21,4,171.0,210.0,212.0,7.0,93.4,1023.0,8.0,cv,3.0,0.0,0.0,2013-01-18,190.5
26734,26735,2013,1,18,22,4,178.0,224.0,220.0,6.0,87.19,1023.0,8.0,cv,4.0,0.0,0.0,2013-01-18,201.0
26735,26736,2013,1,18,23,4,193.0,226.0,228.0,6.0,87.19,1022.0,8.0,cv,5.0,0.0,0.0,2013-01-18,209.5
26736,26737,2013,1,19,0,4,191.0,216.0,218.0,6.0,87.19,1022.0,8.0,cv,6.0,0.0,0.0,2013-01-19,203.5
26737,26738,2013,1,19,1,4,197.0,219.0,223.0,6.0,87.19,1021.0,8.0,NW,1.0,0.0,0.0,2013-01-19,208.0
26738,26739,2013,1,19,2,4,176.0,218.0,228.0,6.0,93.35,1020.0,7.0,cv,1.0,0.0,0.0,2013-01-19,197.0
26739,26740,2013,1,19,3,4,173.0,218.0,254.0,6.0,93.35,1019.0,7.0,NW,1.0,0.0,0.0,2013-01-19,195.5
26740,26741,2013,1,19,4,4,176.0,216.0,228.0,6.0,93.35,1018.0,7.0,cv,1.0,0.0,0.0,2013-01-19,196.0
26741,26742,2013,1,19,5,4,193.0,210.0,220.0,6.0,93.35,1017.0,7.0,cv,1.0,0.0,0.0,2013-01-19,201.5
26742,26743,2013,1,19,6,4,187.0,211.0,212.0,6.0,93.35,1017.0,7.0,NW,1.0,0.0,0.0,2013-01-19,199.0
26743,26744,2013,1,19,7,4,191.0,210.0,216.0,6.0,93.35,1017.0,7.0,cv,1.0,0.0,0.0,2013-01-19,200.5
