,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
28008,28009,2013,3,13,0,1,16.0,25.0,27.0,23.0,-5.0,55.0,1023.0,3.0,NW,3.13,0.0,0.0,2013-03-13,22.67
28009,28010,2013,3,13,1,1,3.0,11.0,10.0,13.0,-6.0,63.0,1024.0,0.0,NW,6.26,0.0,0.0,2013-03-13,8.0
28010,28011,2013,3,13,2,1,3.0,11.0,15.0,10.0,-9.0,47.0,1025.0,1.0,NW,10.28,0.0,0.0,2013-03-13,9.67
28011,28012,2013,3,13,3,1,3.0,22.0,3.0,11.0,-8.0,58.0,1025.0,-1.0,NW,13.41,0.0,0.0,2013-03-13,9.33
28012,28013,2013,3,13,4,1,9.0,18.0,12.0,17.0,-9.0,54.0,1026.0,-1.0,NW,16.54,0.0,0.0,2013-03-13,13.0
28013,28014,2013,3,13,5,1,12.0,17.0,13.0,14.0,-11.0,43.0,1026.0,0.0,NE,4.02,0.0,0.0,2013-03-13,14.0
28014,28015,2013,3,13,6,1,11.0,20.0,13.0,16.0,-10.0,50.0,1027.0,-1.0,NE,7.15,0.0,0.0,2013-03-13,14.67
28015,28016,2013,3,13,7,1,18.0,18.0,7.0,15.0,-10.0,43.0,1029.0,1.0,NW,3.13,0.0,0.0,2013-03-13,14.33
28016,28017,2013,3,13,8,1,15.0,19.0,7.0,16.0,-11.0,37.0,1030.0,2.0,NE,4.02,0.0,0.0,2013-03-13,13.67
28017,28018,2013,3,13,9,1,16.0,16.0,16.0,16.0,-12.0,32.0,1031.0,3.0,NE,8.94,0.0,0.0,2013-03-13,16.0
28018,28019,2013,3,13,10,1,12.0,15.0,10.0,17.0,-15.0,21.0,1031.0,5.0,NE,13.86,0.0,0.0,2013-03-13,12.33
28019,28020,2013,3,13,11,1,9.0,17.0,8.0,13.0,-15.0,21.0,1032.0,5.0,NE,17.88,0.0,0.0,2013-03-13,11.33
28020,28021,2013,3,13,12,1,16.0,21.0,14.0,10.0,-16.0,18.0,1031.0,6.0,NE,21.9,0.0,0.0,2013-03-13,17.0
28021,28022,2013,3,13,13,1,13.0,16.0,12.0,14.0,-18.0,14.0,1029.0,7.0,NE,23.69,0.0,0.0,2013-03-13,13.67
28022,28023,2013,3,13,14,1,9.0,18.0,7.0,12.0,-18.0,13.0,1029.0,8.0,cv,0.89,0.0,0.0,2013-03-13,11.33
28023,28024,2013,3,13,15,1,11.0,18.0,3.0,15.0,-19.0,12.0,1028.0,8.0,cv,2.68,0.0,0.0,2013-03-13,10.67
28024,28025,2013,3,13,16,1,18.0,22.0,7.0,16.0,-18.0,13.0,1028.0,8.0,cv,3.57,0.0,0.0,2013-03-13,15.67
28025,28026,2013,3,13,17,1,27.0,22.0,25.0,23.0,-18.0,13.0,1028.0,8.0,SE,1.79,0.0,0.0,2013-03-13,24.67
28026,28027,2013,3,13,18,1,35.0,32.0,36.0,37.0,-15.0,20.0,1028.0,6.0,SE,4.92,0.0,0.0,2013-03-13,34.33
28027,28028,2013,3,13,19,1,36.0,41.0,33.0,38.0,-12.0,30.0,1029.0,4.0,SE,5.81,0.0,0.0,2013-03-13,36.67
28028,28029,2013,3,13,20,1,33.0,35.0,24.0,30.0,-13.0,27.0,1029.0,4.0,SE,7.6,0.0,0.0,2013-03-13,30.67
28029,28030,2013,3,13,21,1,36.0,34.0,35.0,34.0,-12.0,30.0,1030.0,4.0,SE,9.39,0.0,0.0,2013-03-13,35.0
28030,28031,2013,3,13,22,1,44.0,34.0,45.0,48.0,-9.0,43.0,1030.0,2.0,SE,11.18,0.0,0.0,2013-03-13,41.0
28031,28032,2013,3,13,23,1,66.0,69.0,65.0,71.0,-9.0,43.0,1030.0,2.0,SE,14.31,0.0,0.0,2013-03-13,66.67
28032,28033,2013,3,14,0,1,72.0,79.0,60.0,82.0,-3.0,80.0,1031.0,0.0,SE,18.33,0.0,0.0,2013-03-14,70.33
28033,28034,2013,3,14,1,1,60.0,77.0,57.0,77.0,-4.0,74.0,1031.0,0.0,SE,22.35,0.0,0.0,2013-03-14,64.67
28034,28035,2013,3,14,2,1,58.0,75.0,72.0,83.0,-4.0,80.0,1031.0,-1.0,SE,24.14,0.0,0.0,2013-03-14,68.33
28035,28036,2013,3,14,3,1,58.0,85.0,58.0,92.0,-4.0,80.0,1031.0,-1.0,SE,25.93,0.0,0.0,2013-03-14,67.0
28036,28037,2013,3,14,4,1,72.0,79.0,85.0,84.0,-4.0,86.0,1030.0,-2.0,SE,27.72,0.0,0.0,2013-03-14,78.67
28037,28038,2013,3,14,5,1,61.0,68.0,69.0,84.0,-4.0,86.0,1030.0,-2.0,SE,29.51,0.0,0.0,2013-03-14,66.0
28038,28039,2013,3,14,6,1,73.0,74.0,55.0,75.0,-4.0,80.0,1030.0,-1.0,cv,0.89,0.0,0.0,2013-03-14,67.33
28040,28041,2013,3,14,8,1,80.0,99.0,89.0,92.0,-3.0,80.0,1031.0,0.0,cv,0.89,0.0,0.0,2013-03-14,89.33
28041,28042,2013,3,14,9,1,100.0,99.0,100.0,92.0,-4.0,69.0,1031.0,1.0,SE,1.79,0.0,0.0,2013-03-14,99.67
28042,28043,2013,3,14,10,1,115.0,106.0,111.0,112.0,-5.0,55.0,1030.0,3.0,cv,1.79,0.0,0.0,2013-03-14,110.67
28043,28044,2013,3,14,11,1,126.0,121.0,120.0,,-4.0,55.0,1029.0,4.0,SE,1.79,0.0,0.0,2013-03-14,122.33
28044,28045,2013,3,14,12,1,115.0,124.0,102.0,124.0,-4.0,52.0,1028.0,5.0,SE,3.58,0.0,0.0,2013-03-14,113.67
28045,28046,2013,3,14,13,1,111.0,108.0,89.0,122.0,-4.0,45.0,1027.0,7.0,cv,1.79,0.0,0.0,2013-03-14,102.67
28046,28047,2013,3,14,14,1,101.0,92.0,85.0,109.0,-6.0,34.0,1026.0,9.0,SE,3.13,0.0,0.0,2013-03-14,92.67
28047,28048,2013,3,14,15,1,102.0,95.0,79.0,111.0,-6.0,34.0,1025.0,9.0,SE,6.26,0.0,0.0,2013-03-14,92.0
28048,28049,2013,3,14,16,1,111.0,105.0,81.0,121.0,-7.0,29.0,1024.0,10.0,SE,11.18,0.0,0.0,2013-03-14,99.0
28049,28050,2013,3,14,17,1,116.0,105.0,89.0,128.0,-6.0,34.0,1024.0,9.0,SE,16.1,0.0,0.0,2013-03-14,103.33
28050,28051,2013,3,14,18,1,117.0,110.0,90.0,127.0,-5.0,42.0,1024.0,7.0,SE,21.02,0.0,0.0,2013-03-14,105.67
28051,28052,2013,3,14,19,1,118.0,110.0,92.0,126.0,-5.0,48.0,1024.0,5.0,SE,25.04,0.0,0.0,2013-03-14,106.67
28052,28053,2013,3,14,20,1,128.0,118.0,97.0,136.0,-4.0,52.0,1024.0,5.0,SE,25.93,0.0,0.0,2013-03-14,114.33
28053,28054,2013,3,14,21,1,147.0,155.0,145.0,165.0,-4.0,59.0,1024.0,3.0,SE,26.82,0.0,0.0,2013-03-14,149.0
28054,28055,2013,3,14,22,1,161.0,173.0,130.0,182.0,-3.0,64.0,1024.0,3.0,SE,28.61,0.0,0.0,2013-03-14,154.67
28055,28056,2013,3,14,23,1,159.0,175.0,135.0,182.0,-3.0,64.0,1024.0,3.0,SE,30.4,0.0,0.0,2013-03-14,156.33
28056,28057,2013,3,15,0,1,138.0,197.0,168.0,195.0,-3.0,69.0,1024.0,2.0,cv,0.89,0.0,0.0,2013-03-15,167.67
28057,28058,2013,3,15,1,1,177.0,192.0,185.0,205.0,-3.0,74.0,1023.0,1.0,cv,1.78,0.0,0.0,2013-03-15,184.67
28058,28059,2013,3,15,2,1,196.0,192.0,188.0,217.0,-4.0,74.0,1023.0,0.0,NE,0.89,0.0,0.0,2013-03-15,192.0
28059,28060,2013,3,15,3,1,191.0,214.0,202.0,226.0,-5.0,69.0,1022.0,0.0,NW,0.89,0.0,0.0,2013-03-15,202.33
28060,28061,2013,3,15,4,1,183.0,218.0,211.0,220.0,-4.0,80.0,1022.0,-1.0,NW,2.68,0.0,0.0,2013-03-15,204.0
28061,28062,2013,3,15,5,1,169.0,215.0,202.0,197.0,-3.0,86.0,1022.0,-1.0,cv,0.89,0.0,0.0,2013-03-15,195.33
28062,28063,2013,3,15,6,1,163.0,183.0,186.0,187.0,-3.0,92.0,1022.0,-2.0,cv,1.78,0.0,0.0,2013-03-15,177.33
28063,28064,2013,3,15,7,1,162.0,172.0,162.0,174.0,-3.0,86.0,1022.0,-1.0,NW,1.79,0.0,0.0,2013-03-15,165.33
28064,28065,2013,3,15,8,1,168.0,177.0,134.0,181.0,-1.0,86.0,1022.0,1.0,cv,0.89,0.0,0.0,2013-03-15,159.67
28065,28066,2013,3,15,9,1,168.0,177.0,135.0,192.0,-2.0,69.0,1022.0,3.0,NW,0.89,0.0,0.0,2013-03-15,160.0
28068,28069,2013,3,15,12,1,225.0,222.0,227.0,254.0,-1.0,52.0,1020.0,8.0,cv,0.89,0.0,0.0,2013-03-15,224.67
28069,28070,2013,3,15,13,1,244.0,246.0,250.0,271.0,-2.0,42.0,1019.0,10.0,SE,1.79,0.0,0.0,2013-03-15,246.67
28070,28071,2013,3,15,14,1,280.0,279.0,272.0,302.0,-2.0,40.0,1018.0,11.0,cv,3.13,0.0,0.0,2013-03-15,277.0
28071,28072,2013,3,15,15,1,254.0,264.0,237.0,294.0,-1.0,43.0,1017.0,11.0,SE,1.79,0.0,0.0,2013-03-15,251.67
28072,28073,2013,3,15,16,1,261.0,256.0,230.0,280.0,-1.0,43.0,1017.0,11.0,SE,3.58,0.0,0.0,2013-03-15,249.0
28073,28074,2013,3,15,17,1,275.0,257.0,262.0,294.0,0.0,46.0,1017.0,11.0,cv,1.79,0.0,0.0,2013-03-15,264.67
28074,28075,2013,3,15,18,1,290.0,257.0,230.0,302.0,1.0,57.0,1017.0,9.0,SE,1.79,0.0,0.0,2013-03-15,259.0
28075,28076,2013,3,15,19,1,309.0,275.0,244.0,324.0,1.0,57.0,1018.0,9.0,SE,2.68,0.0,0.0,2013-03-15,276.0
28076,28077,2013,3,15,20,1,304.0,294.0,249.0,315.0,2.0,70.0,1018.0,7.0,SE,3.57,0.0,0.0,2013-03-15,282.33
28077,28078,2013,3,15,21,1,281.0,304.0,278.0,328.0,2.0,75.0,1020.0,6.0,SE,4.46,0.0,0.0,2013-03-15,287.67
28078,28079,2013,3,15,22,1,287.0,308.0,272.0,355.0,1.0,75.0,1020.0,5.0,NE,0.89,0.0,0.0,2013-03-15,289.0
28079,28080,2013,3,15,23,1,355.0,378.0,328.0,405.0,1.0,80.0,1021.0,4.0,NW,1.79,0.0,0.0,2013-03-15,353.67
28080,28081,2013,3,16,0,1,335.0,351.0,339.0,347.0,0.0,80.0,1021.0,3.0,NW,4.92,0.0,0.0,2013-03-16,341.67
28081,28082,2013,3,16,1,1,290.0,322.0,279.0,346.0,0.0,86.0,1021.0,2.0,NW,8.05,0.0,0.0,2013-03-16,297.0
28082,28083,2013,3,16,2,1,290.0,313.0,278.0,342.0,0.0,75.0,1022.0,4.0,NW,12.07,0.0,0.0,2013-03-16,293.67
28083,28084,2013,3,16,3,1,275.0,307.0,301.0,327.0,0.0,75.0,1022.0,4.0,NW,13.86,0.0,0.0,2013-03-16,294.33
28084,28085,2013,3,16,4,1,274.0,299.0,298.0,332.0,0.0,75.0,1023.0,4.0,NE,1.79,0.0,0.0,2013-03-16,290.33
28085,28086,2013,3,16,5,1,270.0,306.0,297.0,328.0,0.0,86.0,1023.0,2.0,NW,3.13,0.0,0.0,2013-03-16,291.0
28086,28087,2013,3,16,6,1,306.0,304.0,304.0,,0.0,80.0,1024.0,3.0,NW,6.26,0.0,0.0,2013-03-16,304.67
28087,28088,2013,3,16,7,1,296.0,310.0,300.0,325.0,0.0,80.0,1025.0,3.0,NW,8.05,0.0,0.0,2013-03-16,302.0
28088,28089,2013,3,16,8,1,289.0,300.0,296.0,315.0,0.0,65.0,1025.0,6.0,NW,11.18,0.0,0.0,2013-03-16,295.0
28089,28090,2013,3,16,9,1,273.0,274.0,279.0,295.0,0.0,53.0,1026.0,9.0,NW,14.31,0.0,0.0,2013-03-16,275.33
28090,28091,2013,3,16,10,1,242.0,238.0,240.0,239.0,0.0,46.0,1026.0,11.0,NW,17.44,0.0,0.0,2013-03-16,240.0
28091,28092,2013,3,16,11,1,211.0,202.0,207.0,212.0,-1.0,35.0,1026.0,14.0,cv,0.89,0.0,0.0,2013-03-16,206.67
28092,28093,2013,3,16,12,1,178.0,202.0,162.0,214.0,-2.0,33.0,1025.0,14.0,cv,2.68,0.0,0.0,2013-03-16,180.67
28093,28094,2013,3,16,13,1,194.0,212.0,217.0,215.0,-3.0,30.0,1024.0,14.0,SE,1.79,0.0,0.0,2013-03-16,207.67
28094,28095,2013,3,16,14,1,160.0,202.0,196.0,208.0,-3.0,28.0,1023.0,15.0,SE,6.71,0.0,0.0,2013-03-16,186.0
28095,28096,2013,3,16,15,1,186.0,202.0,163.0,229.0,-2.0,33.0,1022.0,14.0,SE,10.73,0.0,0.0,2013-03-16,183.67
28096,28097,2013,3,16,16,1,208.0,222.0,220.0,235.0,-2.0,33.0,1021.0,14.0,SE,14.75,0.0,0.0,2013-03-16,216.67
28097,28098,2013,3,16,17,1,164.0,222.0,184.0,199.0,-1.0,37.0,1021.0,13.0,SE,18.77,0.0,0.0,2013-03-16,190.0
28098,28099,2013,3,16,18,1,172.0,238.0,171.0,251.0,2.0,50.0,1020.0,12.0,SE,22.79,0.0,0.0,2013-03-16,193.67
28099,28100,2013,3,16,19,1,208.0,253.0,205.0,280.0,3.0,61.0,1020.0,10.0,SE,25.92,0.0,0.0,2013-03-16,222.0
28100,28101,2013,3,16,20,1,260.0,228.0,233.0,250.0,3.0,61.0,1020.0,10.0,SE,29.05,0.0,0.0,2013-03-16,240.33
28101,28102,2013,3,16,21,1,216.0,200.0,187.0,205.0,2.0,65.0,1020.0,8.0,SE,32.18,0.0,0.0,2013-03-16,201.0
28102,28103,2013,3,16,22,1,194.0,200.0,184.0,202.0,1.0,65.0,1020.0,7.0,SE,35.31,0.0,0.0,2013-03-16,192.67
28103,28104,2013,3,16,23,1,153.0,183.0,190.0,204.0,0.0,65.0,1019.0,6.0,cv,0.89,0.0,0.0,2013-03-16,175.33
28104,28105,2013,3,17,0,1,161.0,182.0,154.0,216.0,1.0,70.0,1018.0,6.0,SE,0.89,0.0,0.0,2013-03-17,165.67
28105,28106,2013,3,17,1,1,216.0,191.0,196.0,221.0,1.0,75.0,1018.0,5.0,SE,2.68,0.0,0.0,2013-03-17,201.0
28106,28107,2013,3,17,2,1,216.0,194.0,208.0,227.0,0.0,70.0,1017.0,5.0,cv,0.89,0.0,0.0,2013-03-17,206.0
28107,28108,2013,3,17,3,1,212.0,200.0,215.0,235.0,0.0,75.0,1016.0,4.0,cv,1.78,0.0,0.0,2013-03-17,209.0
28108,28109,2013,3,17,4,1,211.0,211.0,217.0,236.0,0.0,70.0,1014.0,5.0,cv,2.23,0.0,0.0,2013-03-17,213.0
28109,28110,2013,3,17,5,1,173.0,223.0,218.0,232.0,0.0,75.0,1014.0,4.0,cv,3.12,0.0,0.0,2013-03-17,204.67
28111,28112,2013,3,17,7,1,176.0,241.0,181.0,258.0,0.0,80.0,1012.0,3.0,SE,3.58,0.0,0.0,2013-03-17,199.33
28112,28113,2013,3,17,8,1,190.0,260.0,198.0,273.0,1.0,75.0,1011.0,5.0,cv,0.89,0.0,0.0,2013-03-17,216.0
28113,28114,2013,3,17,9,1,200.0,276.0,218.0,287.0,1.0,70.0,1011.0,6.0,SE,1.79,0.0,0.0,2013-03-17,231.33
28114,28115,2013,3,17,10,1,226.0,294.0,235.0,316.0,2.0,65.0,1010.0,8.0,SE,3.58,0.0,0.0,2013-03-17,251.67
28115,28116,2013,3,17,11,1,275.0,320.0,258.0,337.0,2.0,57.0,1009.0,10.0,cv,0.89,0.0,0.0,2013-03-17,284.33
28116,28117,2013,3,17,12,1,318.0,347.0,286.0,359.0,2.0,53.0,1008.0,11.0,cv,2.68,0.0,0.0,2013-03-17,317.0
28117,28118,2013,3,17,13,1,347.0,382.0,316.0,394.0,3.0,50.0,1006.0,13.0,SE,1.79,0.0,0.0,2013-03-17,348.33
28118,28119,2013,3,17,14,1,362.0,385.0,338.0,393.0,3.0,44.0,1004.0,15.0,SE,3.58,0.0,0.0,2013-03-17,361.67
28119,28120,2013,3,17,15,1,404.0,385.0,337.0,402.0,4.0,47.0,1003.0,15.0,SE,6.71,0.0,0.0,2013-03-17,375.33
28120,28121,2013,3,17,16,1,396.0,395.0,339.0,400.0,4.0,44.0,1002.0,16.0,SE,9.84,0.0,0.0,2013-03-17,376.67
28121,28122,2013,3,17,17,1,357.0,389.0,341.0,422.0,3.0,44.0,1002.0,15.0,SE,11.63,0.0,0.0,2013-03-17,362.33
28122,28123,2013,3,17,18,1,373.0,389.0,350.0,429.0,3.0,57.0,1001.0,11.0,SE,13.42,0.0,0.0,2013-03-17,370.67
28123,28124,2013,3,17,19,1,394.0,457.0,371.0,480.0,4.0,61.0,1001.0,11.0,cv,0.89,0.0,0.0,2013-03-17,407.33
28124,28125,2013,3,17,20,1,417.0,495.0,412.0,512.0,3.0,75.0,1002.0,7.0,NE,1.79,0.0,0.0,2013-03-17,441.33
28125,28126,2013,3,17,21,1,441.0,521.0,462.0,541.0,5.0,81.0,1002.0,8.0,cv,0.89,0.0,0.0,2013-03-17,474.67
28127,28128,2013,3,17,23,1,487.0,510.0,485.0,498.0,5.0,81.0,1001.0,8.0,NW,0.89,0.0,0.0,2013-03-17,494.0
28128,28129,2013,3,18,0,1,430.0,492.0,481.0,517.0,3.0,70.0,1002.0,8.0,NW,4.91,0.0,0.0,2013-03-18,467.67
28129,28130,2013,3,18,1,1,329.0,478.0,309.0,246.0,3.0,70.0,1002.0,8.0,NW,8.04,0.0,0.0,2013-03-18,372.0
28130,28131,2013,3,18,2,1,46.0,338.0,53.0,39.0,2.0,80.0,1002.0,5.0,NW,12.96,0.0,0.0,2013-03-18,145.67
28131,28132,2013,3,18,3,1,29.0,60.0,30.0,14.0,2.0,70.0,1002.0,7.0,NW,16.98,0.0,0.0,2013-03-18,39.67
28132,28133,2013,3,18,4,1,22.0,31.0,18.0,15.0,-10.0,23.0,1002.0,10.0,NW,25.92,0.0,0.0,2013-03-18,23.67
28133,28134,2013,3,18,5,1,14.0,7.0,15.0,10.0,-9.0,25.0,1003.0,10.0,NW,34.86,0.0,0.0,2013-03-18,12.0
28134,28135,2013,3,18,6,1,12.0,8.0,3.0,13.0,-9.0,26.0,1004.0,9.0,NW,47.82,0.0,0.0,2013-03-18,7.67
28135,28136,2013,3,18,7,1,3.0,5.0,10.0,9.0,-17.0,16.0,1007.0,7.0,NW,59.89,0.0,0.0,2013-03-18,6.0
28136,28137,2013,3,18,8,1,3.0,6.0,3.0,13.0,-16.0,17.0,1008.0,7.0,NW,71.07,0.0,0.0,2013-03-18,4.0
28137,28138,2013,3,18,9,1,3.0,3.0,3.0,10.0,-18.0,14.0,1009.0,7.0,NW,80.01,0.0,0.0,2013-03-18,3.0
28138,28139,2013,3,18,10,1,3.0,6.0,3.0,7.0,-21.0,9.0,1009.0,10.0,NW,85.82,0.0,0.0,2013-03-18,4.0
28139,28140,2013,3,18,11,1,12.0,10.0,6.0,6.0,-20.0,10.0,1010.0,9.0,NE,4.92,0.0,0.0,2013-03-18,9.33
28140,28141,2013,3,18,12,1,10.0,8.0,13.0,9.0,-21.0,10.0,1010.0,9.0,NE,8.94,0.0,0.0,2013-03-18,10.33
28141,28142,2013,3,18,13,1,12.0,3.0,12.0,10.0,-22.0,8.0,1009.0,11.0,cv,1.79,0.0,0.0,2013-03-18,9.0
28142,28143,2013,3,18,14,1,11.0,11.0,16.0,19.0,-22.0,7.0,1008.0,13.0,NW,4.02,0.0,0.0,2013-03-18,12.67
28143,28144,2013,3,18,15,1,12.0,12.0,16.0,14.0,-22.0,7.0,1007.0,12.0,NW,7.15,0.0,0.0,2013-03-18,13.33
28144,28145,2013,3,18,16,1,3.0,22.0,3.0,22.0,-21.0,8.0,1006.0,11.0,SE,4.92,0.0,0.0,2013-03-18,9.33
28145,28146,2013,3,18,17,1,13.0,21.0,29.0,25.0,-20.0,10.0,1006.0,10.0,SE,9.84,0.0,0.0,2013-03-18,21.0
28146,28147,2013,3,18,18,1,73.0,75.0,73.0,87.0,-18.0,12.0,1006.0,9.0,SE,16.99,0.0,0.0,2013-03-18,73.67
28147,28148,2013,3,18,19,1,45.0,52.0,44.0,49.0,-3.0,52.0,1007.0,6.0,SE,25.93,0.0,0.0,2013-03-18,47.0
28148,28149,2013,3,18,20,1,35.0,52.0,15.0,36.0,-4.0,55.0,1009.0,4.0,SE,33.98,0.0,0.0,2013-03-18,34.0
28149,28150,2013,3,18,21,1,32.0,30.0,9.0,30.0,-4.0,59.0,1010.0,3.0,SE,41.13,0.0,0.0,2013-03-18,23.67
28150,28151,2013,3,18,22,1,32.0,30.0,9.0,35.0,-5.0,59.0,1010.0,2.0,SE,46.05,0.0,0.0,2013-03-18,23.67
28151,28152,2013,3,18,23,1,29.0,37.0,4.0,30.0,-5.0,59.0,1010.0,2.0,SE,50.07,0.0,0.0,2013-03-18,23.33
28152,28153,2013,3,19,0,1,13.0,30.0,8.0,33.0,-5.0,64.0,1011.0,1.0,SE,53.2,0.0,0.0,2013-03-19,17.0
28153,28154,2013,3,19,1,1,14.0,30.0,6.0,34.0,-4.0,69.0,1012.0,1.0,SE,56.33,0.0,0.0,2013-03-19,16.67
28154,28155,2013,3,19,2,1,30.0,31.0,5.0,36.0,-3.0,74.0,1012.0,0.0,NE,4.02,0.0,0.0,2013-03-19,22.0
28155,28156,2013,3,19,3,1,11.0,29.0,3.0,25.0,-2.0,80.0,1012.0,-1.0,NE,7.15,0.0,0.0,2013-03-19,14.33
28156,28157,2013,3,19,4,1,7.0,26.0,3.0,23.0,-3.0,80.0,1012.0,0.0,NE,8.94,0.0,0.0,2013-03-19,12.0
28157,28158,2013,3,19,5,1,9.0,25.0,3.0,22.0,-3.0,80.0,1011.0,0.0,NE,10.73,0.0,0.0,2013-03-19,12.33
28158,28159,2013,3,19,6,1,6.0,28.0,3.0,34.0,-3.0,80.0,1012.0,0.0,NE,11.62,0.0,0.0,2013-03-19,12.33
28159,28160,2013,3,19,7,1,34.0,37.0,15.0,34.0,-3.0,80.0,1012.0,0.0,NE,12.51,0.0,0.0,2013-03-19,28.67
28160,28161,2013,3,19,8,1,44.0,45.0,40.0,48.0,-2.0,74.0,1013.0,2.0,NW,1.79,0.0,0.0,2013-03-19,43.0
28161,28162,2013,3,19,9,1,47.0,46.0,25.0,59.0,-2.0,69.0,1013.0,3.0,NE,3.13,0.0,0.0,2013-03-19,39.33
28162,28163,2013,3,19,10,1,63.0,59.0,32.0,68.0,-3.0,64.0,1014.0,3.0,NW,4.02,0.0,0.0,2013-03-19,51.33
28163,28164,2013,3,19,11,1,47.0,61.0,39.0,69.0,-2.0,64.0,1013.0,4.0,NE,3.13,0.0,0.0,2013-03-19,49.0
28164,28165,2013,3,19,12,1,47.0,60.0,37.0,69.0,-1.0,67.0,1013.0,5.0,NE,6.26,0.0,0.0,2013-03-19,48.0
28165,28166,2013,3,19,13,1,50.0,59.0,40.0,69.0,0.0,70.0,1013.0,5.0,NW,4.02,0.0,0.0,2013-03-19,49.67
28166,28167,2013,3,19,14,1,49.0,59.0,65.0,72.0,0.0,70.0,1013.0,5.0,NE,3.13,0.0,0.0,2013-03-19,57.67
28167,28168,2013,3,19,15,1,48.0,60.0,40.0,63.0,1.0,75.0,1013.0,5.0,NE,7.15,0.0,0.0,2013-03-19,49.33
28168,28169,2013,3,19,16,1,45.0,52.0,38.0,57.0,1.0,80.0,1014.0,4.0,NE,11.17,0.0,0.0,2013-03-19,45.0
28169,28170,2013,3,19,17,1,42.0,38.0,39.0,41.0,1.0,86.0,1015.0,3.0,NE,15.19,0.7,0.7,2013-03-19,39.67
28170,28171,2013,3,19,18,1,29.0,38.0,20.0,60.0,1.0,93.0,1016.0,2.0,NE,18.32,0.5,1.2,2013-03-19,29.0
28173,28174,2013,3,19,21,1,72.0,3.0,90.0,105.0,0.0,96.5,1018.0,1.0,cv,1.78,0.6,3.0,2013-03-19,55.0
28174,28175,2013,3,19,22,1,73.0,3.0,90.0,83.0,0.0,100.0,1022.0,0.0,SE,1.79,0.4,3.4,2013-03-19,55.33
28175,28176,2013,3,19,23,1,58.0,48.0,64.0,75.0,0.0,100.0,1022.0,0.0,SE,5.81,0.8,4.2,2013-03-19,56.67
28176,28177,2013,3,20,0,1,41.0,59.0,50.0,62.0,-1.0,100.0,1022.0,-1.0,SE,8.94,1.3,5.5,2013-03-20,50.0
28177,28178,2013,3,20,1,1,38.0,58.0,47.0,53.0,-1.0,100.0,1023.0,-1.0,SE,10.73,1.6,7.1,2013-03-20,47.67
28178,28179,2013,3,20,2,1,33.0,50.0,46.0,54.0,-2.0,100.0,1024.0,-2.0,SE,12.52,0.7,7.8,2013-03-20,43.0
28179,28180,2013,3,20,3,1,34.0,47.0,47.0,45.0,-2.0,100.0,1025.0,-2.0,cv,0.89,0.7,8.5,2013-03-20,42.67
28180,28181,2013,3,20,4,1,28.0,41.0,27.0,29.0,-2.0,100.0,1025.0,-2.0,SE,1.79,1.0,9.5,2013-03-20,32.0
28181,28182,2013,3,20,5,1,30.0,28.0,30.0,28.0,-3.0,92.0,1025.0,-2.0,SE,2.68,0.8,10.3,2013-03-20,29.33
28182,28183,2013,3,20,6,1,19.0,25.0,6.0,36.0,-3.0,100.0,1025.0,-3.0,SE,4.47,0.0,0.0,2013-03-20,16.67
28183,28184,2013,3,20,7,1,43.0,39.0,34.0,39.0,-3.0,92.0,1025.0,-2.0,SE,7.6,0.0,0.0,2013-03-20,38.67
28184,28185,2013,3,20,8,1,56.0,42.0,44.0,48.0,-2.0,92.0,1026.0,-1.0,SE,8.49,0.0,0.0,2013-03-20,47.33
28185,28186,2013,3,20,9,1,45.0,42.0,63.0,63.0,-1.0,92.0,1027.0,0.0,SE,9.38,0.0,0.0,2013-03-20,50.0
28186,28187,2013,3,20,10,1,53.0,57.0,54.0,56.0,-2.0,86.0,1027.0,0.0,SE,11.17,0.0,0.0,2013-03-20,54.67
28187,28188,2013,3,20,11,1,82.0,57.0,47.0,56.0,-6.0,55.0,1026.0,2.0,NW,3.13,0.0,0.0,2013-03-20,62.0
28188,28189,2013,3,20,12,1,3.0,44.0,56.0,65.0,-10.0,37.0,1025.0,3.0,NW,8.05,0.0,0.0,2013-03-20,34.33
28189,28190,2013,3,20,13,1,10.0,43.0,44.0,49.0,-10.0,35.0,1024.0,4.0,NW,12.97,0.0,0.0,2013-03-20,32.33
28190,28191,2013,3,20,14,1,49.0,47.0,48.0,53.0,-10.0,32.0,1023.0,5.0,NW,16.99,0.0,0.0,2013-03-20,48.0
28191,28192,2013,3,20,15,1,48.0,51.0,31.0,53.0,-8.0,38.0,1022.0,5.0,SE,4.02,0.0,0.0,2013-03-20,43.33
28192,28193,2013,3,20,16,1,62.0,59.0,56.0,63.0,-6.0,41.0,1021.0,6.0,SE,7.15,0.0,0.0,2013-03-20,59.0
28193,28194,2013,3,20,17,1,64.0,58.0,53.0,70.0,-6.0,44.0,1021.0,5.0,SE,11.17,0.0,0.0,2013-03-20,58.33
28194,28195,2013,3,20,18,1,70.0,75.0,54.0,91.0,-5.0,51.0,1020.0,4.0,SE,14.3,0.0,0.0,2013-03-20,66.33
28195,28196,2013,3,20,19,1,81.0,85.0,65.0,97.0,-3.0,64.0,1020.0,3.0,SE,19.22,0.0,0.0,2013-03-20,77.0
