,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
26531,26532,2013,1,10,11,4,269.0,,284.0,-20.0,60.3,1029.0,-14.0,NE,24.0,0.0,0.0,2013-01-10,276.5
26532,26533,2013,1,10,12,4,242.0,,224.0,-18.0,60.85,1029.0,-12.0,NE,26.0,0.0,0.0,2013-01-10,233.0
26533,26534,2013,1,10,13,4,201.0,,147.0,-16.0,61.39,1028.0,-10.0,NE,29.0,0.0,0.0,2013-01-10,174.0
26535,26536,2013,1,10,15,4,118.0,,68.0,-15.0,57.02,1028.0,-8.0,NE,35.0,0.0,0.0,2013-01-10,93.0
26536,26537,2013,1,10,16,4,88.0,,132.0,-16.0,56.74,1028.0,-9.0,NE,38.0,0.0,0.0,2013-01-10,110.0
26537,26538,2013,1,10,17,4,87.0,,182.0,-17.0,61.12,1028.0,-11.0,NE,41.0,0.0,0.0,2013-01-10,134.5
26538,26539,2013,1,10,18,4,133.0,,299.0,-17.0,56.45,1028.0,-10.0,SE,2.0,0.0,0.0,2013-01-10,216.0
26539,26540,2013,1,10,19,4,251.0,,304.0,-17.0,61.12,1028.0,-11.0,SE,3.0,0.0,0.0,2013-01-10,277.5
26541,26542,2013,1,10,21,4,283.0,,298.0,-18.0,60.85,1028.0,-12.0,SE,2.0,0.0,0.0,2013-01-10,290.5
26542,26543,2013,1,10,22,4,287.0,,298.0,-19.0,60.58,1027.0,-13.0,SE,4.0,0.0,0.0,2013-01-10,292.5
26543,26544,2013,1,10,23,4,269.0,,267.0,-18.0,60.85,1027.0,-12.0,SE,7.0,0.0,0.0,2013-01-10,268.0
26544,26545,2013,1,11,0,4,245.0,,243.0,-15.0,61.65,1027.0,-9.0,SE,9.0,0.0,0.0,2013-01-11,244.0
26545,26546,2013,1,11,1,4,225.0,,178.0,-13.0,67.19,1026.0,-8.0,SE,11.0,0.0,0.0,2013-01-11,201.5
26552,26553,2013,1,11,8,4,82.0,,87.0,-11.0,67.65,1025.0,-6.0,SE,29.0,0.0,0.0,2013-01-11,84.5
26554,26555,2013,1,11,10,4,87.0,,78.0,-9.0,68.11,1024.0,-4.0,SW,4.0,0.0,0.0,2013-01-11,82.5
26555,26556,2013,1,11,11,4,91.0,,69.0,-9.0,63.2,1023.0,-3.0,SE,5.0,0.0,0.0,2013-01-11,80.0
26556,26557,2013,1,11,12,4,102.0,,74.0,-8.0,63.45,1022.0,-2.0,SW,5.0,0.0,0.0,2013-01-11,88.0
26557,26558,2013,1,11,13,4,113.0,,91.0,-7.0,68.56,1021.0,-2.0,SW,10.0,0.0,0.0,2013-01-11,102.0
26558,26559,2013,1,11,14,4,173.0,,104.0,-7.0,68.56,1020.0,-2.0,SW,14.0,0.0,0.0,2013-01-11,138.5
26561,26562,2013,1,11,17,4,203.0,,151.0,-4.0,92.79,1020.0,-3.0,SW,23.0,1.1,1.9,2013-01-11,177.0
26562,26563,2013,1,11,18,4,321.0,,226.0,-4.0,100.0,1021.0,-4.0,SW,27.0,0.5,2.4,2013-01-11,273.5
26563,26564,2013,1,11,19,4,404.0,,329.0,-6.0,92.67,1022.0,-5.0,SW,30.0,0.5,2.9,2013-01-11,366.5
26564,26565,2013,1,11,20,4,287.0,,343.0,-9.0,92.48,1022.0,-8.0,NW,5.0,0.0,0.0,2013-01-11,315.0
26565,26566,2013,1,11,21,4,147.0,,196.0,-10.0,92.42,1022.0,-9.0,NW,9.0,0.0,0.0,2013-01-11,171.5
26566,26567,2013,1,11,22,4,178.0,,156.0,-12.0,85.23,1023.0,-10.0,NW,13.0,0.0,0.0,2013-01-11,167.0
26567,26568,2013,1,11,23,4,180.0,,193.0,-14.0,84.99,1024.0,-12.0,NW,17.0,0.0,0.0,2013-01-11,186.5
26568,26569,2013,1,12,0,4,165.0,,172.0,-15.0,84.87,1024.0,-13.0,NW,20.0,0.0,0.0,2013-01-12,168.5
26569,26570,2013,1,12,1,4,162.0,,167.0,-16.0,84.74,1025.0,-14.0,NW,23.0,0.0,0.0,2013-01-12,164.5
26570,26571,2013,1,12,2,4,165.0,,173.0,-16.0,84.74,1025.0,-14.0,NW,24.0,0.0,0.0,2013-01-12,169.0
26571,26572,2013,1,12,3,4,168.0,,175.0,-16.0,84.74,1024.0,-14.0,cv,1.0,0.0,0.0,2013-01-12,171.5
26572,26573,2013,1,12,4,4,172.0,,191.0,-16.0,84.74,1024.0,-14.0,SE,2.0,0.0,0.0,2013-01-12,181.5
26573,26574,2013,1,12,5,4,186.0,,205.0,-17.0,84.62,1024.0,-15.0,cv,1.0,0.0,0.0,2013-01-12,195.5
26574,26575,2013,1,12,6,4,201.0,,203.0,-17.0,84.62,1023.0,-15.0,cv,2.0,0.0,0.0,2013-01-12,202.0
26577,26578,2013,1,12,9,4,189.0,,239.0,-18.0,84.49,1023.0,-16.0,SW,1.0,0.0,0.0,2013-01-12,214.0
26578,26579,2013,1,12,10,4,195.0,,274.0,-16.0,92.02,1023.0,-15.0,cv,0.0,0.0,0.0,2013-01-12,234.5
26579,26580,2013,1,12,11,4,256.0,,237.0,-14.0,84.99,1023.0,-12.0,cv,0.0,0.0,0.0,2013-01-12,246.5
26580,26581,2013,1,12,12,4,253.0,,193.0,-13.0,92.22,1023.0,-12.0,SW,4.0,0.0,0.0,2013-01-12,223.0
26581,26582,2013,1,12,13,4,207.0,,198.0,-13.0,85.11,1023.0,-11.0,SW,6.0,0.0,0.0,2013-01-12,202.5
26582,26583,2013,1,12,14,4,209.0,,209.0,-13.0,85.11,1024.0,-11.0,SW,9.0,0.0,0.0,2013-01-12,209.0
26583,26584,2013,1,12,15,4,179.0,,133.0,-13.0,78.61,1025.0,-10.0,SW,11.0,0.0,0.0,2013-01-12,156.0
26584,26585,2013,1,12,16,4,183.0,,151.0,-13.0,85.11,1025.0,-11.0,SW,12.0,0.0,0.0,2013-01-12,167.0
26585,26586,2013,1,12,17,4,196.0,,296.0,-15.0,84.87,1026.0,-13.0,SW,14.0,0.0,0.0,2013-01-12,246.0
26587,26588,2013,1,12,19,4,299.0,,340.0,-19.0,84.36,1027.0,-17.0,cv,1.0,0.0,0.0,2013-01-12,319.5
26588,26589,2013,1,12,20,4,374.0,,300.0,-18.0,84.49,1027.0,-16.0,NE,2.0,0.0,0.0,2013-01-12,337.0
26589,26590,2013,1,12,21,4,286.0,,258.0,-18.0,84.49,1028.0,-16.0,NE,6.0,0.0,0.0,2013-01-12,272.0
26590,26591,2013,1,12,22,4,260.0,,242.0,-20.0,84.23,1028.0,-18.0,NE,10.0,0.0,0.0,2013-01-12,251.0
26591,26592,2013,1,12,23,4,321.0,,250.0,-20.0,84.23,1027.0,-18.0,NE,14.0,0.0,0.0,2013-01-12,285.5
26593,26594,2013,1,13,1,4,348.0,,323.0,-21.0,84.09,1028.0,-19.0,NE,19.0,0.0,0.0,2013-01-13,335.5
26594,26595,2013,1,13,2,4,381.0,,389.0,-22.0,77.02,1028.0,-19.0,NE,23.0,0.0,0.0,2013-01-13,385.0
26595,26596,2013,1,13,3,4,457.0,,389.0,-22.0,83.96,1028.0,-20.0,NE,26.0,0.0,0.0,2013-01-13,423.0
26596,26597,2013,1,13,4,4,457.0,,315.0,-23.0,76.84,1028.0,-20.0,NE,29.0,0.0,0.0,2013-01-13,386.0
26597,26598,2013,1,13,5,4,406.0,,346.0,-23.0,83.82,1028.0,-21.0,NE,33.0,0.0,0.0,2013-01-13,376.0
26598,26599,2013,1,13,6,4,417.0,,314.0,-24.0,76.65,1027.0,-21.0,NE,35.0,0.0,0.0,2013-01-13,365.5
26599,26600,2013,1,13,7,4,396.0,,319.0,-24.0,76.65,1027.0,-21.0,NE,37.0,0.0,0.0,2013-01-13,357.5
26600,26601,2013,1,13,8,4,351.0,,375.0,-24.0,76.65,1027.0,-21.0,NE,41.0,0.0,0.0,2013-01-13,363.0
26601,26602,2013,1,13,9,4,324.0,,355.0,-22.0,83.96,1026.0,-20.0,NE,46.0,0.0,0.0,2013-01-13,339.5
26602,26603,2013,1,13,10,4,330.0,,313.0,-19.0,84.36,1026.0,-17.0,NE,50.0,0.0,0.0,2013-01-13,321.5
26603,26604,2013,1,13,11,4,330.0,,305.0,-17.0,84.62,1025.0,-15.0,NE,53.0,0.0,0.0,2013-01-13,317.5
26604,26605,2013,1,13,12,4,305.0,,353.0,-16.0,78.1,1024.0,-13.0,NE,55.0,0.0,0.0,2013-01-13,329.0
26606,26607,2013,1,13,14,4,287.0,,347.0,-13.0,72.65,1023.0,-9.0,cv,2.0,0.0,0.0,2013-01-13,317.0
26607,26608,2013,1,13,15,4,307.0,,348.0,-13.0,67.19,1022.0,-8.0,cv,3.0,0.0,0.0,2013-01-13,327.5
26608,26609,2013,1,13,16,4,280.0,,387.0,-12.0,72.85,1022.0,-8.0,NE,2.0,0.0,0.0,2013-01-13,333.5
26609,26610,2013,1,13,17,4,731.0,,352.0,-11.0,78.94,1022.0,-8.0,NE,3.0,0.0,0.0,2013-01-13,541.5
26610,26611,2013,1,13,18,4,512.0,,391.0,-11.0,78.94,1022.0,-8.0,NW,1.0,0.0,0.0,2013-01-13,451.5
26611,26612,2013,1,13,19,4,266.0,,322.0,-12.0,72.85,1022.0,-8.0,cv,1.0,0.0,0.0,2013-01-13,294.0
26613,26614,2013,1,13,21,4,271.0,,299.0,-10.0,79.1,1021.0,-7.0,SE,1.0,0.0,0.0,2013-01-13,285.0
26614,26615,2013,1,13,22,4,252.0,,241.0,-10.0,79.1,1021.0,-7.0,cv,1.0,0.0,0.0,2013-01-13,246.5
26615,26616,2013,1,13,23,4,321.0,,251.0,-11.0,73.05,1021.0,-7.0,SW,1.0,0.0,0.0,2013-01-13,286.0
26616,26617,2013,1,14,0,4,460.0,,326.0,-10.0,79.1,1022.0,-7.0,NW,2.0,0.0,0.0,2013-01-14,393.0
26617,26618,2013,1,14,1,4,487.0,,452.0,-10.0,85.47,1023.0,-8.0,NW,6.0,0.0,0.0,2013-01-14,469.5
26618,26619,2013,1,14,2,4,435.0,,395.0,-10.0,85.47,1023.0,-8.0,NW,10.0,0.0,0.0,2013-01-14,415.0
26619,26620,2013,1,14,3,4,367.0,,389.0,-14.0,84.99,1024.0,-12.0,NW,13.0,0.0,0.0,2013-01-14,378.0
26620,26621,2013,1,14,4,4,383.0,,392.0,-14.0,84.99,1025.0,-12.0,NW,17.0,0.0,0.0,2013-01-14,387.5
26621,26622,2013,1,14,5,4,381.0,,364.0,-16.0,84.74,1026.0,-14.0,NW,23.0,0.0,0.0,2013-01-14,372.5
26622,26623,2013,1,14,6,4,385.0,,381.0,-18.0,77.75,1027.0,-15.0,NW,26.0,0.0,0.0,2013-01-14,383.0
26624,26625,2013,1,14,8,4,388.0,,432.0,-19.0,84.36,1029.0,-17.0,NW,3.0,0.0,0.0,2013-01-14,410.0
26625,26626,2013,1,14,9,4,352.0,,377.0,-18.0,84.49,1030.0,-16.0,NW,6.0,0.0,0.0,2013-01-14,364.5
26626,26627,2013,1,14,10,4,337.0,,349.0,-17.0,77.92,1030.0,-14.0,NW,7.0,0.0,0.0,2013-01-14,343.0
26627,26628,2013,1,14,11,4,315.0,,347.0,-18.0,71.6,1030.0,-14.0,NW,10.0,0.0,0.0,2013-01-14,331.0
26628,26629,2013,1,14,12,4,297.0,,328.0,-18.0,65.98,1030.0,-13.0,NW,14.0,0.0,0.0,2013-01-14,312.5
26629,26630,2013,1,14,13,4,202.0,,281.0,-18.0,65.98,1030.0,-13.0,NW,18.0,0.0,0.0,2013-01-14,241.5
26630,26631,2013,1,14,14,4,204.0,,245.0,-19.0,60.58,1031.0,-13.0,NW,23.0,0.0,0.0,2013-01-14,224.5
26631,26632,2013,1,14,15,4,213.0,,181.0,-19.0,65.73,1031.0,-14.0,NE,6.0,0.0,0.0,2013-01-14,197.0
26632,26633,2013,1,14,16,4,111.0,,138.0,-21.0,60.02,1031.0,-15.0,NW,5.0,0.0,0.0,2013-01-14,124.5
26633,26634,2013,1,14,17,4,139.0,,184.0,-21.0,65.23,1031.0,-16.0,NW,9.0,0.0,0.0,2013-01-14,161.5
26634,26635,2013,1,14,18,4,213.0,,177.0,-21.0,70.94,1031.0,-17.0,NW,12.0,0.0,0.0,2013-01-14,195.0
26635,26636,2013,1,14,19,4,227.0,,209.0,-22.0,64.97,1031.0,-17.0,NE,3.0,0.0,0.0,2013-01-14,218.0
26636,26637,2013,1,14,20,4,234.0,,255.0,-24.0,64.46,1032.0,-19.0,NE,7.0,0.0,0.0,2013-01-14,244.5
26637,26638,2013,1,14,21,4,259.0,,270.0,-24.0,64.46,1032.0,-19.0,NE,10.0,0.0,0.0,2013-01-14,264.5
26638,26639,2013,1,14,22,4,295.0,,282.0,-24.0,70.26,1032.0,-20.0,NE,13.0,0.0,0.0,2013-01-14,288.5
26642,26643,2013,1,15,2,4,354.0,,356.0,-25.0,70.03,1031.0,-21.0,NE,26.0,0.0,0.0,2013-01-15,355.0
26643,26644,2013,1,15,3,4,394.0,,444.0,-24.0,76.65,1030.0,-21.0,NE,29.0,0.0,0.0,2013-01-15,419.0
26644,26645,2013,1,15,4,4,425.0,,432.0,-24.0,70.26,1029.0,-20.0,NE,33.0,0.0,0.0,2013-01-15,428.5
26645,26646,2013,1,15,5,4,359.0,,345.0,-23.0,76.84,1028.0,-20.0,NE,36.0,0.0,0.0,2013-01-15,352.0
26646,26647,2013,1,15,6,4,309.0,,307.0,-22.0,77.02,1027.0,-19.0,NE,41.0,0.0,0.0,2013-01-15,308.0
26647,26648,2013,1,15,7,4,324.0,,270.0,-21.0,77.21,1027.0,-18.0,NE,43.0,0.0,0.0,2013-01-15,297.0
26649,26650,2013,1,15,9,4,351.0,,454.0,-20.0,77.39,1027.0,-17.0,NE,48.0,0.0,0.0,2013-01-15,402.5
26650,26651,2013,1,15,10,4,372.0,,407.0,-20.0,65.48,1027.0,-15.0,NE,51.0,0.0,0.0,2013-01-15,389.5
26651,26652,2013,1,15,11,4,353.0,,368.0,-19.0,71.38,1026.0,-15.0,SE,2.0,0.0,0.0,2013-01-15,360.5
26652,26653,2013,1,15,12,4,375.0,,396.0,-18.0,65.98,1024.0,-13.0,SE,3.0,0.0,0.0,2013-01-15,385.5
26653,26654,2013,1,15,13,4,434.0,,389.0,-18.0,65.98,1024.0,-13.0,NW,3.0,0.0,0.0,2013-01-15,411.5
26654,26655,2013,1,15,14,4,389.0,,391.0,-17.0,61.12,1024.0,-11.0,NW,6.0,0.0,0.0,2013-01-15,390.0
26657,26658,2013,1,15,17,4,342.0,,361.0,-18.0,65.98,1025.0,-13.0,NE,5.0,0.0,0.0,2013-01-15,351.5
26658,26659,2013,1,15,18,4,330.0,,392.0,-18.0,65.98,1025.0,-13.0,NE,8.0,0.0,0.0,2013-01-15,361.0
26659,26660,2013,1,15,19,4,433.0,,460.0,-20.0,71.16,1026.0,-16.0,NW,2.0,0.0,0.0,2013-01-15,446.5
26661,26662,2013,1,15,21,4,431.0,,458.0,-17.0,71.81,1027.0,-13.0,NW,3.0,0.0,0.0,2013-01-15,444.5
26662,26663,2013,1,15,22,4,445.0,,452.0,-18.0,71.6,1027.0,-14.0,NW,5.0,0.0,0.0,2013-01-15,448.5
26663,26664,2013,1,15,23,4,351.0,,387.0,-18.0,77.75,1028.0,-15.0,NW,8.0,0.0,0.0,2013-01-15,369.0
26664,26665,2013,1,16,0,4,284.0,,289.0,-19.0,71.38,1028.0,-15.0,NW,9.0,0.0,0.0,2013-01-16,286.5
26665,26666,2013,1,16,1,4,283.0,,273.0,-21.0,70.94,1029.0,-17.0,NW,10.0,0.0,0.0,2013-01-16,278.0
26666,26667,2013,1,16,2,4,262.0,,258.0,-21.0,77.21,1030.0,-18.0,NW,11.0,0.0,0.0,2013-01-16,260.0
26667,26668,2013,1,16,3,4,230.0,,232.0,-21.0,77.21,1030.0,-18.0,NW,12.0,0.0,0.0,2013-01-16,231.0
26668,26669,2013,1,16,4,4,185.0,,199.0,-22.0,83.96,1030.0,-20.0,cv,0.0,0.0,0.0,2013-01-16,192.0
26669,26670,2013,1,16,5,4,141.0,,162.0,-22.0,83.96,1030.0,-20.0,cv,1.0,0.0,0.0,2013-01-16,151.5
26670,26671,2013,1,16,6,4,141.0,,162.0,-22.0,83.96,1031.0,-20.0,cv,2.0,0.0,0.0,2013-01-16,151.5
26671,26672,2013,1,16,7,4,143.0,,172.0,-23.0,83.82,1031.0,-21.0,cv,3.0,0.0,0.0,2013-01-16,157.5
26672,26673,2013,1,16,8,4,135.0,,162.0,-21.0,84.09,1032.0,-19.0,NE,3.0,0.0,0.0,2013-01-16,148.5
26673,26674,2013,1,16,9,4,138.0,,170.0,-21.0,77.21,1032.0,-18.0,NE,5.0,0.0,0.0,2013-01-16,154.0
26674,26675,2013,1,16,10,4,145.0,,168.0,-20.0,77.39,1033.0,-17.0,NW,1.0,0.0,0.0,2013-01-16,156.5
26675,26676,2013,1,16,11,4,147.0,,139.0,-20.0,77.39,1032.0,-17.0,SW,2.0,0.0,0.0,2013-01-16,143.0
26676,26677,2013,1,16,12,4,111.0,,115.0,-20.0,65.48,1032.0,-15.0,SW,4.0,0.0,0.0,2013-01-16,113.0
26697,26698,2013,1,17,9,4,811.0,,927.0,-25.0,76.46,1038.0,-22.0,cv,1.0,0.0,0.0,2013-01-17,869.0
26698,26699,2013,1,17,10,4,809.0,,749.0,-23.0,70.49,1038.0,-19.0,NE,1.0,0.0,0.0,2013-01-17,779.0
26699,26700,2013,1,17,11,4,574.0,,740.0,-20.0,71.16,1038.0,-16.0,NE,2.0,0.0,0.0,2013-01-17,657.0
26700,26701,2013,1,17,12,4,281.0,,621.0,-19.0,65.73,1037.0,-14.0,cv,1.0,0.0,0.0,2013-01-17,451.0
26701,26702,2013,1,17,13,4,310.0,,440.0,-18.0,65.98,1036.0,-13.0,SW,1.0,0.0,0.0,2013-01-17,375.0
26702,26703,2013,1,17,14,4,239.0,,243.0,-18.0,60.85,1036.0,-12.0,SW,3.0,0.0,0.0,2013-01-17,241.0
26703,26704,2013,1,17,15,4,190.0,,183.0,-19.0,55.87,1036.0,-12.0,SW,5.0,0.0,0.0,2013-01-17,186.5
26704,26705,2013,1,17,16,4,214.0,,204.0,-19.0,60.58,1036.0,-13.0,SW,7.0,0.0,0.0,2013-01-17,209.0
26705,26706,2013,1,17,17,4,202.0,,142.0,-21.0,60.02,1036.0,-15.0,SW,8.0,0.0,0.0,2013-01-17,172.0
26706,26707,2013,1,17,18,4,139.0,,133.0,-21.0,70.94,1036.0,-17.0,SE,1.0,0.0,0.0,2013-01-17,136.0
26707,26708,2013,1,17,19,4,89.0,,188.0,-20.0,71.16,1036.0,-16.0,SE,3.0,0.0,0.0,2013-01-17,138.5
26708,26709,2013,1,17,20,4,123.0,,303.0,-21.0,70.94,1035.0,-17.0,SE,7.0,0.0,0.0,2013-01-17,213.0
26709,26710,2013,1,17,21,4,156.0,,278.0,-22.0,70.71,1034.0,-18.0,SE,10.0,0.0,0.0,2013-01-17,217.0
26710,26711,2013,1,17,22,4,149.0,,313.0,-24.0,70.26,1034.0,-20.0,cv,1.0,0.0,0.0,2013-01-17,231.0
26711,26712,2013,1,17,23,4,155.0,,275.0,-24.0,76.65,1034.0,-21.0,SE,1.0,0.0,0.0,2013-01-17,215.0
26712,26713,2013,1,18,0,4,177.0,,276.0,-25.0,76.46,1033.0,-22.0,SE,3.0,0.0,0.0,2013-01-18,226.5
26713,26714,2013,1,18,1,4,198.0,,236.0,-22.0,77.02,1032.0,-19.0,SE,5.0,0.0,0.0,2013-01-18,217.0
26714,26715,2013,1,18,2,4,210.0,,256.0,-22.0,77.02,1032.0,-19.0,SE,7.0,0.0,0.0,2013-01-18,233.0
26715,26716,2013,1,18,3,4,222.0,,353.0,-21.0,77.21,1031.0,-18.0,SE,10.0,0.0,0.0,2013-01-18,287.5
26716,26717,2013,1,18,4,4,217.0,,431.0,-21.0,70.94,1029.0,-17.0,SE,14.0,0.0,0.0,2013-01-18,324.0
26717,26718,2013,1,18,5,4,239.0,,563.0,-21.0,70.94,1028.0,-17.0,SE,18.0,0.0,0.0,2013-01-18,401.0
26718,26719,2013,1,18,6,4,307.0,,415.0,-21.0,60.02,1027.0,-15.0,SE,22.0,0.0,0.0,2013-01-18,361.0
26719,26720,2013,1,18,7,4,288.0,,305.0,-20.0,65.48,1026.0,-15.0,SE,26.0,0.0,0.0,2013-01-18,296.5
26720,26721,2013,1,18,8,4,252.0,,272.0,-19.0,60.58,1026.0,-13.0,SE,30.0,0.0,0.0,2013-01-18,262.0
26721,26722,2013,1,18,9,4,291.0,,334.0,-17.0,61.12,1025.0,-11.0,SE,33.0,0.0,0.0,2013-01-18,312.5
26722,26723,2013,1,18,10,4,260.0,,331.0,-15.0,57.02,1025.0,-8.0,SE,36.0,0.0,0.0,2013-01-18,295.5
26723,26724,2013,1,18,11,4,223.0,,296.0,-13.0,49.48,1024.0,-4.0,SE,39.0,0.0,0.0,2013-01-18,259.5
26724,26725,2013,1,18,12,4,177.0,,229.0,-11.0,50.08,1023.0,-2.0,SW,4.0,0.0,0.0,2013-01-18,203.0
26725,26726,2013,1,18,13,4,250.0,,195.0,-8.0,58.95,1022.0,-1.0,SW,9.0,0.0,0.0,2013-01-18,222.5
26726,26727,2013,1,18,14,4,264.0,,215.0,-6.0,68.78,1021.0,-1.0,SW,16.0,0.0,0.0,2013-01-18,239.5
26727,26728,2013,1,18,15,4,268.0,,211.0,-6.0,68.78,1022.0,-1.0,SW,22.0,0.0,0.0,2013-01-18,239.5
26728,26729,2013,1,18,16,4,245.0,,189.0,-6.0,68.78,1022.0,-1.0,SW,27.0,0.0,0.0,2013-01-18,217.0
26729,26730,2013,1,18,17,4,243.0,,175.0,-7.0,73.84,1022.0,-3.0,SW,31.0,0.0,0.0,2013-01-18,209.0
26730,26731,2013,1,18,18,4,244.0,,167.0,-8.0,73.65,1023.0,-4.0,SW,34.0,0.0,0.0,2013-01-18,205.5
26731,26732,2013,1,18,19,4,241.0,,166.0,-8.0,79.42,1024.0,-5.0,SW,37.0,0.0,0.0,2013-01-18,203.5
26732,26733,2013,1,18,20,4,302.0,,163.0,-10.0,73.25,1024.0,-6.0,SW,38.0,0.0,0.0,2013-01-18,232.5
26733,26734,2013,1,18,21,4,385.0,,243.0,-11.0,67.65,1024.0,-6.0,cv,1.0,0.0,0.0,2013-01-18,314.0
26734,26735,2013,1,18,22,4,323.0,,309.0,-10.0,73.25,1025.0,-6.0,cv,2.0,0.0,0.0,2013-01-18,316.0
26735,26736,2013,1,18,23,4,235.0,,198.0,-13.0,72.65,1025.0,-9.0,SE,1.0,0.0,0.0,2013-01-18,216.5
26736,26737,2013,1,19,0,4,208.0,,167.0,-12.0,72.85,1026.0,-8.0,cv,0.0,0.0,0.0,2013-01-19,187.5
26737,26738,2013,1,19,1,4,181.0,,203.0,-14.0,78.44,1026.0,-11.0,NE,2.0,0.0,0.0,2013-01-19,192.0
26738,26739,2013,1,19,2,4,169.0,,176.0,-14.0,78.44,1027.0,-11.0,NE,4.0,0.0,0.0,2013-01-19,172.5
26739,26740,2013,1,19,3,4,160.0,,169.0,-15.0,78.27,1029.0,-12.0,NE,8.0,0.0,0.0,2013-01-19,164.5
26740,26741,2013,1,19,4,4,163.0,,172.0,-18.0,77.75,1029.0,-15.0,NE,11.0,0.0,0.0,2013-01-19,167.5
26741,26742,2013,1,19,5,4,144.0,,177.0,-18.0,77.75,1030.0,-15.0,NE,15.0,0.0,0.0,2013-01-19,160.5
26742,26743,2013,1,19,6,4,119.0,,132.0,-20.0,77.39,1030.0,-17.0,NE,19.0,0.0,0.0,2013-01-19,125.5
26743,26744,2013,1,19,7,4,128.0,,137.0,-21.0,77.21,1031.0,-18.0,NE,21.0,0.0,0.0,2013-01-19,132.5
26744,26745,2013,1,19,8,4,162.0,,194.0,-20.0,77.39,1031.0,-17.0,NE,22.0,0.0,0.0,2013-01-19,178.0
26745,26746,2013,1,19,9,4,182.0,,220.0,-19.0,65.73,1032.0,-14.0,NW,2.0,0.0,0.0,2013-01-19,201.0
26746,26747,2013,1,19,10,4,161.0,,185.0,-18.0,60.85,1032.0,-12.0,NE,2.0,0.0,0.0,2013-01-19,173.0
26747,26748,2013,1,19,11,4,164.0,,156.0,-17.0,61.12,1032.0,-11.0,NW,3.0,0.0,0.0,2013-01-19,160.0
26748,26749,2013,1,19,12,4,225.0,,170.0,-17.0,52.17,1032.0,-9.0,NW,6.0,0.0,0.0,2013-01-19,197.5
26749,26750,2013,1,19,13,4,201.0,,169.0,-17.0,52.17,1032.0,-9.0,NW,9.0,0.0,0.0,2013-01-19,185.0
26750,26751,2013,1,19,14,4,202.0,,182.0,-16.0,56.74,1032.0,-9.0,NW,11.0,0.0,0.0,2013-01-19,192.0
26751,26752,2013,1,19,15,4,194.0,,201.0,-16.0,61.39,1032.0,-10.0,NE,5.0,0.0,0.0,2013-01-19,197.5
26772,26773,2013,1,20,12,4,289.0,,309.0,-14.0,66.95,1031.0,-9.0,SW,2.0,0.0,0.0,2013-01-20,299.0
26773,26774,2013,1,20,13,4,416.0,,364.0,-13.0,62.18,1029.0,-7.0,cv,1.0,0.0,0.0,2013-01-20,390.0
26774,26775,2013,1,20,14,4,403.0,,435.0,-13.0,62.18,1030.0,-7.0,NW,2.0,0.0,0.0,2013-01-20,419.0
26775,26776,2013,1,20,15,4,416.0,,393.0,-13.0,57.58,1030.0,-6.0,cv,1.0,0.0,0.0,2013-01-20,404.5
26776,26777,2013,1,20,16,4,409.0,,405.0,-12.0,62.44,1030.0,-6.0,SW,1.0,0.0,0.0,2013-01-20,407.0
26777,26778,2013,1,20,17,4,394.0,,431.0,-12.0,67.42,1030.0,-7.0,SW,2.0,0.0,0.0,2013-01-20,412.5
26778,26779,2013,1,20,18,4,389.0,,449.0,-12.0,72.85,1031.0,-8.0,SW,4.0,0.0,0.0,2013-01-20,419.0
26779,26780,2013,1,20,19,4,399.0,,416.0,-12.0,72.85,1031.0,-8.0,SW,6.0,0.0,0.0,2013-01-20,407.5
26780,26781,2013,1,20,20,4,437.0,,470.0,-12.0,72.85,1031.0,-8.0,cv,0.0,0.0,0.0,2013-01-20,453.5
26781,26782,2013,1,20,21,4,500.0,,517.0,-12.0,78.77,1030.0,-9.0,cv,0.0,0.0,0.0,2013-01-20,508.5
26782,26783,2013,1,20,22,4,535.0,,555.0,-12.0,78.77,1030.0,-9.0,cv,0.0,0.0,0.0,2013-01-20,545.0
26783,26784,2013,1,20,23,4,566.0,,588.0,-14.0,72.44,1030.0,-10.0,NE,2.0,0.0,0.0,2013-01-20,577.0
26784,26785,2013,1,21,0,4,606.0,,620.0,-13.0,72.65,1030.0,-9.0,SE,1.0,0.0,0.0,2013-01-21,613.0
26785,26786,2013,1,21,1,4,554.0,,554.0,-14.0,72.44,1030.0,-10.0,NW,2.0,0.0,0.0,2013-01-21,554.0
26786,26787,2013,1,21,2,4,485.0,,508.0,-15.0,72.23,1030.0,-11.0,NE,3.0,0.0,0.0,2013-01-21,496.5
26787,26788,2013,1,21,3,4,463.0,,470.0,-14.0,78.44,1029.0,-11.0,NE,6.0,0.0,0.0,2013-01-21,466.5
26788,26789,2013,1,21,4,4,433.0,,443.0,-14.0,72.44,1029.0,-10.0,NW,1.0,0.0,0.0,2013-01-21,438.0
26789,26790,2013,1,21,5,4,430.0,,412.0,-14.0,72.44,1029.0,-10.0,NE,1.0,0.0,0.0,2013-01-21,421.0
26790,26791,2013,1,21,6,4,444.0,,428.0,-14.0,72.44,1029.0,-10.0,NE,2.0,0.0,0.0,2013-01-21,436.0
